,path,emotion
2781,data/training\Actor_25\25_01_01_01_tape_noise_sad.wav,NEGATIVE
2782,data/training\Actor_25\25_01_01_01_tape_sad.wav,NEGATIVE
2783,data/training\Actor_25\25_01_01_01_team_sad.wav,NEGATIVE
2784,data/training\Actor_25\25_01_01_01_tell_sad.wav,NEGATIVE
2785,data/training\Actor_25\25_01_01_01_thin_sad.wav,NEGATIVE
2786,data/training\Actor_25\25_01_01_01_third_sad.wav,NEGATIVE
2787,data/training\Actor_25\25_01_01_01_thought_noise_sad.wav,NEGATIVE
2788,data/training\Actor_25\25_01_01_01_thought_sad.wav,NEGATIVE
2789,data/training\Actor_25\25_01_01_01_thumb_sad.wav,NEGATIVE
2790,data/training\Actor_25\25_01_01_01_time_sad.wav,NEGATIVE
2791,data/training\Actor_25\25_01_01_01_tip_sad.wav,NEGATIVE
2792,data/training\Actor_25\25_01_01_01_tire_sad.wav,NEGATIVE
2793,data/training\Actor_25\25_01_01_01_ton_noise_sad.wav,NEGATIVE
2794,data/training\Actor_25\25_01_01_01_ton_sad.wav,NEGATIVE
2795,data/training\Actor_25\25_01_01_01_tool_sad.wav,NEGATIVE
2796,data/training\Actor_25\25_01_01_01_tough_noise_sad.wav,NEGATIVE
2797,data/training\Actor_25\25_01_01_01_tough_sad.wav,NEGATIVE
2798,data/training\Actor_25\25_01_01_01_turn_sad.wav,NEGATIVE
2799,data/training\Actor_25\25_01_01_01_vine_sad.wav,NEGATIVE
2800,data/training\Actor_25\25_01_01_01_voice_sad.wav,NEGATIVE
2801,data/training\Actor_25\25_01_01_01_void_sad.wav,NEGATIVE
2802,data/training\Actor_25\25_01_01_01_vote_sad.wav,NEGATIVE
2803,data/training\Actor_25\25_01_01_01_wag_sad.wav,NEGATIVE
2804,data/training\Actor_25\25_01_01_01_walk_sad.wav,NEGATIVE
2805,data/training\Actor_25\25_01_01_01_wash_sad.wav,NEGATIVE
2806,data/training\Actor_25\25_01_01_01_week_sad.wav,NEGATIVE
2807,data/training\Actor_25\25_01_01_01_wheat_sad.wav,NEGATIVE
2808,data/training\Actor_25\25_01_01_01_when_noise_sad.wav,NEGATIVE
2809,data/training\Actor_25\25_01_01_01_when_sad.wav,NEGATIVE
2810,data/training\Actor_25\25_01_01_01_which_sad.wav,NEGATIVE
2811,data/training\Actor_25\25_01_01_01_whip_sad.wav,NEGATIVE
2812,data/training\Actor_25\25_01_01_01_white_sad.wav,NEGATIVE
2813,data/training\Actor_25\25_01_01_01_wife_sad.wav,NEGATIVE
2814,data/training\Actor_25\25_01_01_01_wire_sad.wav,NEGATIVE
2815,data/training\Actor_25\25_01_01_01_witch_sad.wav,NEGATIVE
2816,data/training\Actor_25\25_01_01_01_yearn_sad.wav,NEGATIVE
2817,data/training\Actor_25\25_01_01_01_yes_sad.wav,NEGATIVE
2818,data/training\Actor_25\25_01_01_01_young_noise_sad.wav,NEGATIVE
2819,data/training\Actor_25\25_01_01_01_young_sad.wav,NEGATIVE
2820,data/training\Actor_25\25_01_01_01_youth_noise_sad.wav,NEGATIVE
2821,data/training\Actor_25\25_01_01_01_youth_sad.wav,NEGATIVE
2822,data/training\Actor_26\26_01_01_01_back_sad.wav,NEGATIVE
2823,data/training\Actor_26\26_01_01_01_bar_sad.wav,NEGATIVE
2824,data/training\Actor_26\26_01_01_01_base_sad.wav,NEGATIVE
2825,data/training\Actor_26\26_01_01_01_bath_sad.wav,NEGATIVE
2826,data/training\Actor_26\26_01_01_01_bean_sad.wav,NEGATIVE
2827,data/training\Actor_26\26_01_01_01_beg_sad.wav,NEGATIVE
2828,data/training\Actor_26\26_01_01_01_bite_sad.wav,NEGATIVE
2829,data/training\Actor_26\26_01_01_01_boat_noise_sad.wav,NEGATIVE
2830,data/training\Actor_26\26_01_01_01_boat_sad.wav,NEGATIVE
2831,data/training\Actor_26\26_01_01_01_bone_sad.wav,NEGATIVE
2832,data/training\Actor_26\26_01_01_01_book_sad.wav,NEGATIVE
2833,data/training\Actor_26\26_01_01_01_bought_sad.wav,NEGATIVE
2834,data/training\Actor_26\26_01_01_01_burn_sad.wav,NEGATIVE
2835,data/training\Actor_26\26_01_01_01_cab_noise_sad.wav,NEGATIVE
2836,data/training\Actor_26\26_01_01_01_cab_sad.wav,NEGATIVE
2837,data/training\Actor_26\26_01_01_01_calm_noise_sad.wav,NEGATIVE
2838,data/training\Actor_26\26_01_01_01_calm_sad.wav,NEGATIVE
2839,data/training\Actor_26\26_01_01_01_came_noise_sad.wav,NEGATIVE
2840,data/training\Actor_26\26_01_01_01_came_sad.wav,NEGATIVE
2841,data/training\Actor_26\26_01_01_01_cause_sad.wav,NEGATIVE
2842,data/training\Actor_26\26_01_01_01_chain_sad.wav,NEGATIVE
2843,data/training\Actor_26\26_01_01_01_chair_sad.wav,NEGATIVE
2844,data/training\Actor_26\26_01_01_01_chalk_sad.wav,NEGATIVE
2845,data/training\Actor_26\26_01_01_01_chat_sad.wav,NEGATIVE
2846,data/training\Actor_26\26_01_01_01_check_sad.wav,NEGATIVE
2847,data/training\Actor_26\26_01_01_01_cheek_noise_sad.wav,NEGATIVE
2848,data/training\Actor_26\26_01_01_01_cheek_sad.wav,NEGATIVE
2849,data/training\Actor_26\26_01_01_01_chief_sad.wav,NEGATIVE
2850,data/training\Actor_26\26_01_01_01_choice_noise_sad.wav,NEGATIVE
2851,data/training\Actor_26\26_01_01_01_choice_sad.wav,NEGATIVE
2852,data/training\Actor_26\26_01_01_01_cool_noise_sad.wav,NEGATIVE
2853,data/training\Actor_26\26_01_01_01_cool_sad.wav,NEGATIVE
2854,data/training\Actor_26\26_01_01_01_dab_sad.wav,NEGATIVE
2855,data/training\Actor_26\26_01_01_01_date_sad.wav,NEGATIVE
2856,data/training\Actor_26\26_01_01_01_dead_sad.wav,NEGATIVE
2857,data/training\Actor_26\26_01_01_01_death_noise_sad.wav,NEGATIVE
2858,data/training\Actor_26\26_01_01_01_death_sad.wav,NEGATIVE
2859,data/training\Actor_26\26_01_01_01_deep_sad.wav,NEGATIVE
2860,data/training\Actor_26\26_01_01_01_dime_sad.wav,NEGATIVE
2861,data/training\Actor_26\26_01_01_01_dip_sad.wav,NEGATIVE
2862,data/training\Actor_26\26_01_01_01_ditch_sad.wav,NEGATIVE
2863,data/training\Actor_26\26_01_01_01_dodge_sad.wav,NEGATIVE
2864,data/training\Actor_26\26_01_01_01_dog_noise_sad.wav,NEGATIVE
2865,data/training\Actor_26\26_01_01_01_dog_sad.wav,NEGATIVE
2866,data/training\Actor_26\26_01_01_01_doll_sad.wav,NEGATIVE
2867,data/training\Actor_26\26_01_01_01_door_sad.wav,NEGATIVE
2868,data/training\Actor_26\26_01_01_01_fail_sad.wav,NEGATIVE
2869,data/training\Actor_26\26_01_01_01_fall_sad.wav,NEGATIVE
2870,data/training\Actor_26\26_01_01_01_far_sad.wav,NEGATIVE
2871,data/training\Actor_26\26_01_01_01_fat_sad.wav,NEGATIVE
2872,data/training\Actor_26\26_01_01_01_fit_sad.wav,NEGATIVE
2873,data/training\Actor_26\26_01_01_01_five_noise_sad.wav,NEGATIVE
2874,data/training\Actor_26\26_01_01_01_five_sad.wav,NEGATIVE
2875,data/training\Actor_26\26_01_01_01_food_sad.wav,NEGATIVE
2876,data/training\Actor_26\26_01_01_01_gap_sad.wav,NEGATIVE
2877,data/training\Actor_26\26_01_01_01_gas_sad.wav,NEGATIVE
2878,data/training\Actor_26\26_01_01_01_gaze_sad.wav,NEGATIVE
2879,data/training\Actor_26\26_01_01_01_germ_noise_sad.wav,NEGATIVE
2880,data/training\Actor_26\26_01_01_01_germ_sad.wav,NEGATIVE
2881,data/training\Actor_26\26_01_01_01_get_sad.wav,NEGATIVE
2882,data/training\Actor_26\26_01_01_01_gin_noise_sad.wav,NEGATIVE
2883,data/training\Actor_26\26_01_01_01_gin_sad.wav,NEGATIVE
2884,data/training\Actor_26\26_01_01_01_goal_sad.wav,NEGATIVE
2885,data/training\Actor_26\26_01_01_01_good_sad.wav,NEGATIVE
2886,data/training\Actor_26\26_01_01_01_goose_sad.wav,NEGATIVE
2887,data/training\Actor_26\26_01_01_01_gun_noise_sad.wav,NEGATIVE
2888,data/training\Actor_26\26_01_01_01_gun_sad.wav,NEGATIVE
2889,data/training\Actor_26\26_01_01_01_half_sad.wav,NEGATIVE
2890,data/training\Actor_26\26_01_01_01_hall_sad.wav,NEGATIVE
2891,data/training\Actor_26\26_01_01_01_hash_sad.wav,NEGATIVE
2892,data/training\Actor_26\26_01_01_01_hate_noise_sad.wav,NEGATIVE
2893,data/training\Actor_26\26_01_01_01_hate_sad.wav,NEGATIVE
2894,data/training\Actor_26\26_01_01_01_have_noise_sad.wav,NEGATIVE
2895,data/training\Actor_26\26_01_01_01_have_sad.wav,NEGATIVE
2896,data/training\Actor_26\26_01_01_01_haze_noise_sad.wav,NEGATIVE
2897,data/training\Actor_26\26_01_01_01_haze_sad.wav,NEGATIVE
2898,data/training\Actor_26\26_01_01_01_hire_sad.wav,NEGATIVE
2899,data/training\Actor_26\26_01_01_01_hit_sad.wav,NEGATIVE
2900,data/training\Actor_26\26_01_01_01_hole_sad.wav,NEGATIVE
2901,data/training\Actor_26\26_01_01_01_home_sad.wav,NEGATIVE
2902,data/training\Actor_26\26_01_01_01_hurl_sad.wav,NEGATIVE
2903,data/training\Actor_26\26_01_01_01_hush_sad.wav,NEGATIVE
2904,data/training\Actor_26\26_01_01_01_jail_sad.wav,NEGATIVE
2905,data/training\Actor_26\26_01_01_01_jar_noise_sad.wav,NEGATIVE
2906,data/training\Actor_26\26_01_01_01_jar_sad.wav,NEGATIVE
2907,data/training\Actor_26\26_01_01_01_join_sad.wav,NEGATIVE
2908,data/training\Actor_26\26_01_01_01_judge_sad.wav,NEGATIVE
2909,data/training\Actor_26\26_01_01_01_jug_sad.wav,NEGATIVE
2910,data/training\Actor_26\26_01_01_01_juice_sad.wav,NEGATIVE
2911,data/training\Actor_26\26_01_01_01_keen_sad.wav,NEGATIVE
2912,data/training\Actor_26\26_01_01_01_keep_sad.wav,NEGATIVE
2913,data/training\Actor_26\26_01_01_01_keg_sad.wav,NEGATIVE
2914,data/training\Actor_26\26_01_01_01_kick_sad.wav,NEGATIVE
2915,data/training\Actor_26\26_01_01_01_kill_sad.wav,NEGATIVE
2916,data/training\Actor_26\26_01_01_01_king_noise_sad.wav,NEGATIVE
2917,data/training\Actor_26\26_01_01_01_king_sad.wav,NEGATIVE
2918,data/training\Actor_26\26_01_01_01_kite_sad.wav,NEGATIVE
2919,data/training\Actor_26\26_01_01_01_knock_sad.wav,NEGATIVE
2920,data/training\Actor_26\26_01_01_01_late_sad.wav,NEGATIVE
2921,data/training\Actor_26\26_01_01_01_laud_sad.wav,NEGATIVE
2922,data/training\Actor_26\26_01_01_01_lean_sad.wav,NEGATIVE
2923,data/training\Actor_26\26_01_01_01_learn_sad.wav,NEGATIVE
2924,data/training\Actor_26\26_01_01_01_lease_sad.wav,NEGATIVE
2925,data/training\Actor_26\26_01_01_01_lid_sad.wav,NEGATIVE
2926,data/training\Actor_26\26_01_01_01_life_sad.wav,NEGATIVE
2927,data/training\Actor_26\26_01_01_01_limb_sad.wav,NEGATIVE
2928,data/training\Actor_26\26_01_01_01_live_sad.wav,NEGATIVE
2929,data/training\Actor_26\26_01_01_01_loaf_sad.wav,NEGATIVE
2930,data/training\Actor_26\26_01_01_01_long_sad.wav,NEGATIVE
2931,data/training\Actor_26\26_01_01_01_lore_noise_sad.wav,NEGATIVE
2932,data/training\Actor_26\26_01_01_01_lore_sad.wav,NEGATIVE
2933,data/training\Actor_26\26_01_01_01_lose_sad.wav,NEGATIVE
2934,data/training\Actor_26\26_01_01_01_lot_sad.wav,NEGATIVE
2935,data/training\Actor_26\26_01_01_01_love_sad.wav,NEGATIVE
2936,data/training\Actor_26\26_01_01_01_luck_noise_sad.wav,NEGATIVE
2937,data/training\Actor_26\26_01_01_01_luck_sad.wav,NEGATIVE
2938,data/training\Actor_26\26_01_01_01_make_sad.wav,NEGATIVE
2939,data/training\Actor_26\26_01_01_01_match_sad.wav,NEGATIVE
2940,data/training\Actor_26\26_01_01_01_merge_sad.wav,NEGATIVE
2941,data/training\Actor_26\26_01_01_01_mess_sad.wav,NEGATIVE
2942,data/training\Actor_26\26_01_01_01_met_noise_sad.wav,NEGATIVE
2943,data/training\Actor_26\26_01_01_01_met_sad.wav,NEGATIVE
2944,data/training\Actor_26\26_01_01_01_mill_noise_sad.wav,NEGATIVE
2945,data/training\Actor_26\26_01_01_01_mill_sad.wav,NEGATIVE
2946,data/training\Actor_26\26_01_01_01_mob_sad.wav,NEGATIVE
2947,data/training\Actor_26\26_01_01_01_mode_sad.wav,NEGATIVE
2948,data/training\Actor_26\26_01_01_01_mood_sad.wav,NEGATIVE
2949,data/training\Actor_26\26_01_01_01_moon_sad.wav,NEGATIVE
2950,data/training\Actor_26\26_01_01_01_mop_noise_sad.wav,NEGATIVE
2951,data/training\Actor_26\26_01_01_01_mop_sad.wav,NEGATIVE
2952,data/training\Actor_26\26_01_01_01_mouse_sad.wav,NEGATIVE
2953,data/training\Actor_26\26_01_01_01_nag_sad.wav,NEGATIVE
2954,data/training\Actor_26\26_01_01_01_name_noise_sad.wav,NEGATIVE
2955,data/training\Actor_26\26_01_01_01_name_sad.wav,NEGATIVE
2956,data/training\Actor_26\26_01_01_01_near_sad.wav,NEGATIVE
2957,data/training\Actor_26\26_01_01_01_neat_noise_sad.wav,NEGATIVE
2958,data/training\Actor_26\26_01_01_01_neat_sad.wav,NEGATIVE
2959,data/training\Actor_26\26_01_01_01_nice_sad.wav,NEGATIVE
2960,data/training\Actor_26\26_01_01_01_note_noise_sad.wav,NEGATIVE
2961,data/training\Actor_26\26_01_01_01_note_sad.wav,NEGATIVE
2962,data/training\Actor_26\26_01_01_01_numb_sad.wav,NEGATIVE
2963,data/training\Actor_26\26_01_01_01_pad_sad.wav,NEGATIVE
2964,data/training\Actor_26\26_01_01_01_page_sad.wav,NEGATIVE
2965,data/training\Actor_26\26_01_01_01_pain_sad.wav,NEGATIVE
2966,data/training\Actor_26\26_01_01_01_pass_noise_sad.wav,NEGATIVE
2967,data/training\Actor_26\26_01_01_01_pass_sad.wav,NEGATIVE
2968,data/training\Actor_26\26_01_01_01_pearl_sad.wav,NEGATIVE
2969,data/training\Actor_26\26_01_01_01_peg_noise_sad.wav,NEGATIVE
2970,data/training\Actor_26\26_01_01_01_peg_sad.wav,NEGATIVE
2971,data/training\Actor_26\26_01_01_01_perch_sad.wav,NEGATIVE
2972,data/training\Actor_26\26_01_01_01_phone_noise_sad.wav,NEGATIVE
2973,data/training\Actor_26\26_01_01_01_phone_sad.wav,NEGATIVE
2974,data/training\Actor_26\26_01_01_01_pick_sad.wav,NEGATIVE
2975,data/training\Actor_26\26_01_01_01_pike_sad.wav,NEGATIVE
2976,data/training\Actor_26\26_01_01_01_pole_sad.wav,NEGATIVE
2977,data/training\Actor_26\26_01_01_01_pool_sad.wav,NEGATIVE
2978,data/training\Actor_26\26_01_01_01_puff_sad.wav,NEGATIVE
2979,data/training\Actor_26\26_01_01_01_rag_sad.wav,NEGATIVE
2980,data/training\Actor_26\26_01_01_01_raid_sad.wav,NEGATIVE
2981,data/training\Actor_26\26_01_01_01_rain_sad.wav,NEGATIVE
2982,data/training\Actor_26\26_01_01_01_raise_noise_sad.wav,NEGATIVE
2983,data/training\Actor_26\26_01_01_01_raise_sad.wav,NEGATIVE
2984,data/training\Actor_26\26_01_01_01_rat_sad.wav,NEGATIVE
2985,data/training\Actor_26\26_01_01_01_reach_sad.wav,NEGATIVE
2986,data/training\Actor_26\26_01_01_01_read_sad.wav,NEGATIVE
2987,data/training\Actor_26\26_01_01_01_red_sad.wav,NEGATIVE
2988,data/training\Actor_26\26_01_01_01_ring_sad.wav,NEGATIVE
2989,data/training\Actor_26\26_01_01_01_ripe_sad.wav,NEGATIVE
2990,data/training\Actor_26\26_01_01_01_road_sad.wav,NEGATIVE
2991,data/training\Actor_26\26_01_01_01_room_sad.wav,NEGATIVE
2992,data/training\Actor_26\26_01_01_01_rose_sad.wav,NEGATIVE
2993,data/training\Actor_26\26_01_01_01_rot_sad.wav,NEGATIVE
2994,data/training\Actor_26\26_01_01_01_rough_sad.wav,NEGATIVE
2995,data/training\Actor_26\26_01_01_01_rush_sad.wav,NEGATIVE
2996,data/training\Actor_26\26_01_01_01_said_sad.wav,NEGATIVE
2997,data/training\Actor_26\26_01_01_01_sail_sad.wav,NEGATIVE
2998,data/training\Actor_26\26_01_01_01_search_sad.wav,NEGATIVE
2999,data/training\Actor_26\26_01_01_01_seize_sad.wav,NEGATIVE
3000,data/training\Actor_26\26_01_01_01_sell_sad.wav,NEGATIVE
3001,data/training\Actor_26\26_01_01_01_shack_sad.wav,NEGATIVE
3002,data/training\Actor_26\26_01_01_01_shall_sad.wav,NEGATIVE
3003,data/training\Actor_26\26_01_01_01_shawl_sad.wav,NEGATIVE
3004,data/training\Actor_26\26_01_01_01_sheep_sad.wav,NEGATIVE
3005,data/training\Actor_26\26_01_01_01_shirt_noise_sad.wav,NEGATIVE
3006,data/training\Actor_26\26_01_01_01_shirt_sad.wav,NEGATIVE
3007,data/training\Actor_26\26_01_01_01_should_sad.wav,NEGATIVE
3008,data/training\Actor_26\26_01_01_01_shout_sad.wav,NEGATIVE
3009,data/training\Actor_26\26_01_01_01_size_sad.wav,NEGATIVE
3010,data/training\Actor_26\26_01_01_01_soap_sad.wav,NEGATIVE
3011,data/training\Actor_26\26_01_01_01_soup_sad.wav,NEGATIVE
3012,data/training\Actor_26\26_01_01_01_sour_sad.wav,NEGATIVE
3013,data/training\Actor_26\26_01_01_01_south_sad.wav,NEGATIVE
3014,data/training\Actor_26\26_01_01_01_sub_sad.wav,NEGATIVE
3015,data/training\Actor_26\26_01_01_01_such_sad.wav,NEGATIVE
3016,data/training\Actor_26\26_01_01_01_sure_sad.wav,NEGATIVE
3017,data/training\Actor_26\26_01_01_01_take_sad.wav,NEGATIVE
3018,data/training\Actor_26\26_01_01_01_talk_sad.wav,NEGATIVE
3019,data/training\Actor_26\26_01_01_01_tape_sad.wav,NEGATIVE
3020,data/training\Actor_26\26_01_01_01_time_sad.wav,NEGATIVE
3021,data/training\Actor_26\26_01_01_01_tip_sad.wav,NEGATIVE
3022,data/training\Actor_26\26_01_01_01_tire_sad.wav,NEGATIVE
3023,data/training\Actor_26\26_01_01_01_ton_sad.wav,NEGATIVE
3024,data/training\Actor_26\26_01_01_01_tool_sad.wav,NEGATIVE
3025,data/training\Actor_26\26_01_01_01_tough_sad.wav,NEGATIVE
3026,data/training\Actor_26\26_01_01_01_turn_sad.wav,NEGATIVE
3027,data/training\Actor_26\26_01_01_01_vine_sad.wav,NEGATIVE
3028,data/training\Actor_26\26_01_01_01_voice_sad.wav,NEGATIVE
3029,data/training\Actor_26\26_01_01_01_void_sad.wav,NEGATIVE
3030,data/training\Actor_26\26_01_01_01_vote_sad.wav,NEGATIVE
3031,data/training\Actor_26\26_01_01_01_wag_sad.wav,NEGATIVE
3032,data/training\Actor_26\26_01_01_01_walk_sad.wav,NEGATIVE
3033,data/training\Actor_26\26_01_01_01_wash_noise_sad.wav,NEGATIVE
3034,data/training\Actor_26\26_01_01_01_wash_sad.wav,NEGATIVE
3035,data/training\Actor_26\26_01_01_01_week_noise_sad.wav,NEGATIVE
3036,data/training\Actor_26\26_01_01_01_week_sad.wav,NEGATIVE
3037,data/training\Actor_26\26_01_01_01_wheat_sad.wav,NEGATIVE
3038,data/training\Actor_26\26_01_01_01_when_sad.wav,NEGATIVE
3039,data/training\Actor_26\26_01_01_01_which_sad.wav,NEGATIVE
3040,data/training\Actor_26\26_01_01_01_whip_sad.wav,NEGATIVE
3041,data/training\Actor_26\26_01_01_01_white_sad.wav,NEGATIVE
3042,data/training\Actor_26\26_01_01_01_wife_sad.wav,NEGATIVE
3043,data/training\Actor_26\26_01_01_01_wire_noise_sad.wav,NEGATIVE
3044,data/training\Actor_26\26_01_01_01_wire_sad.wav,NEGATIVE
3045,data/training\Actor_26\26_01_01_01_witch_sad.wav,NEGATIVE
3046,data/training\Actor_26\26_01_01_01_yearn_noise_sad.wav,NEGATIVE
3047,data/training\Actor_26\26_01_01_01_yearn_sad.wav,NEGATIVE
3048,data/training\Actor_26\26_01_01_01_yes_sad.wav,NEGATIVE
3049,data/training\Actor_26\26_01_01_01_young_sad.wav,NEGATIVE
3050,data/training\Actor_26\26_01_01_01_youth_sad.wav,NEGATIVE
3051,data/training\Actor_01\01_01_01_01_kids-talking_angry.wav,NEGATIVE
3052,data/training\Actor_01\01_01_01_02_dogs-sitting_angry.wav,NEGATIVE
3053,data/training\Actor_01\01_01_01_02_kids-talking_angry.wav,NEGATIVE
3054,data/training\Actor_01\01_01_01_02_kids-talking_noise_angry.wav,NEGATIVE
3055,data/training\Actor_01\01_01_02_01_dogs-sitting_angry.wav,NEGATIVE
3056,data/training\Actor_01\01_01_02_01_kids-talking_angry.wav,NEGATIVE
3057,data/training\Actor_01\01_01_02_01_kids-talking_noise_angry.wav,NEGATIVE
3058,data/training\Actor_01\01_01_02_02_dogs-sitting_angry.wav,NEGATIVE
3059,data/training\Actor_01\01_01_02_02_kids-talking_angry.wav,NEGATIVE
3060,data/training\Actor_01\01_01_02_02_kids-talking_noise_angry.wav,NEGATIVE
3061,data/training\Actor_01\01_02_01_01_dogs-sitting_angry.wav,NEGATIVE
3062,data/training\Actor_01\01_02_01_01_kids-talking_angry.wav,NEGATIVE
3063,data/training\Actor_01\01_02_01_02_dogs-sitting_angry.wav,NEGATIVE
3064,data/training\Actor_01\01_02_01_02_kids-talking_angry.wav,NEGATIVE
3065,data/training\Actor_01\01_02_02_01_dogs-sitting_angry.wav,NEGATIVE
3066,data/training\Actor_01\01_02_02_01_kids-talking_angry.wav,NEGATIVE
3067,data/training\Actor_01\01_02_02_02_dogs-sitting_angry.wav,NEGATIVE
3068,data/training\Actor_01\01_02_02_02_kids-talking_angry.wav,NEGATIVE
3069,data/training\Actor_01\03-02-05-01-01-01-01_angry.wav,NEGATIVE
3070,data/training\Actor_01\03-02-05-01-01-02-01_angry.wav,NEGATIVE
3071,data/training\Actor_01\03-02-05-01-02-01-01_angry.wav,NEGATIVE
3072,data/training\Actor_01\03-02-05-01-02-02-01_angry.wav,NEGATIVE
3073,data/training\Actor_01\03-02-05-01-02-02-01_noise_angry.wav,NEGATIVE
3074,data/training\Actor_01\03-02-05-02-01-01-01_angry.wav,NEGATIVE
3075,data/training\Actor_01\03-02-05-02-01-02-01_angry.wav,NEGATIVE
3076,data/training\Actor_01\03-02-05-02-02-01-01_angry.wav,NEGATIVE
3077,data/training\Actor_01\03-02-05-02-02-01-01_noise_angry.wav,NEGATIVE
3078,data/training\Actor_01\03-02-05-02-02-02-01_angry.wav,NEGATIVE
3079,data/training\Actor_02\02_01_01_02_dogs-sitting_angry.wav,NEGATIVE
3080,data/training\Actor_02\02_01_01_02_kids-talking_angry.wav,NEGATIVE
3081,data/training\Actor_02\02_01_02_01_dogs-sitting_angry.wav,NEGATIVE
3082,data/training\Actor_02\02_01_02_01_kids-talking_angry.wav,NEGATIVE
3083,data/training\Actor_02\02_01_02_02_dogs-sitting_angry.wav,NEGATIVE
3084,data/training\Actor_02\02_01_02_02_kids-talking_angry.wav,NEGATIVE
3085,data/training\Actor_02\02_02_01_01_dogs-sitting_angry.wav,NEGATIVE
3086,data/training\Actor_02\02_02_01_01_kids-talking_angry.wav,NEGATIVE
3087,data/training\Actor_02\02_02_01_01_kids-talking_noise_angry.wav,NEGATIVE
3088,data/training\Actor_02\02_02_01_02_dogs-sitting_angry.wav,NEGATIVE
3089,data/training\Actor_02\02_02_01_02_kids-talking_angry.wav,NEGATIVE
3090,data/training\Actor_02\02_02_02_01_dogs-sitting_angry.wav,NEGATIVE
3091,data/training\Actor_02\02_02_02_01_kids-talking_angry.wav,NEGATIVE
3092,data/training\Actor_02\02_02_02_02_dogs-sitting_angry.wav,NEGATIVE
3093,data/training\Actor_02\02_02_02_02_kids-talking_angry.wav,NEGATIVE
3094,data/training\Actor_02\03-02-05-01-01-01-02_angry.wav,NEGATIVE
3095,data/training\Actor_02\03-02-05-01-01-02-02_angry.wav,NEGATIVE
3096,data/training\Actor_02\03-02-05-01-01-02-02_noise_angry.wav,NEGATIVE
3097,data/training\Actor_02\03-02-05-01-02-01-02_angry.wav,NEGATIVE
3098,data/training\Actor_02\03-02-05-01-02-02-02_angry.wav,NEGATIVE
3099,data/training\Actor_02\03-02-05-02-01-01-02_angry.wav,NEGATIVE
3100,data/training\Actor_02\03-02-05-02-01-02-02_angry.wav,NEGATIVE
3101,data/training\Actor_02\03-02-05-02-01-02-02_noise_angry.wav,NEGATIVE
3102,data/training\Actor_02\03-02-05-02-02-01-02_angry.wav,NEGATIVE
3103,data/training\Actor_02\03-02-05-02-02-02-02_angry.wav,NEGATIVE
3104,data/training\Actor_03\03-02-05-01-01-01-03_angry.wav,NEGATIVE
3105,data/training\Actor_03\03-02-05-01-01-01-03_noise_angry.wav,NEGATIVE
3106,data/training\Actor_03\03-02-05-01-01-02-03_angry.wav,NEGATIVE
3107,data/training\Actor_03\03-02-05-01-01-02-03_noise_angry.wav,NEGATIVE
3108,data/training\Actor_03\03-02-05-01-02-01-03_angry.wav,NEGATIVE
3109,data/training\Actor_03\03-02-05-01-02-02-03_angry.wav,NEGATIVE
3110,data/training\Actor_03\03-02-05-02-01-01-03_angry.wav,NEGATIVE
3111,data/training\Actor_03\03-02-05-02-01-02-03_angry.wav,NEGATIVE
3112,data/training\Actor_03\03-02-05-02-02-01-03_angry.wav,NEGATIVE
3113,data/training\Actor_03\03-02-05-02-02-02-03_angry.wav,NEGATIVE
3114,data/training\Actor_03\03_01_01_01_dogs-sitting_angry.wav,NEGATIVE
3115,data/training\Actor_03\03_01_01_01_kids-talking_angry.wav,NEGATIVE
3116,data/training\Actor_03\03_01_01_02_dogs-sitting_angry.wav,NEGATIVE
3117,data/training\Actor_03\03_01_01_02_kids-talking_angry.wav,NEGATIVE
3118,data/training\Actor_03\03_01_02_01_dogs-sitting_angry.wav,NEGATIVE
3119,data/training\Actor_03\03_01_02_01_kids-talking_angry.wav,NEGATIVE
3120,data/training\Actor_03\03_01_02_02_dogs-sitting_angry.wav,NEGATIVE
3121,data/training\Actor_03\03_01_02_02_kids-talking_angry.wav,NEGATIVE
3122,data/training\Actor_03\03_02_01_01_dogs-sitting_angry.wav,NEGATIVE
3123,data/training\Actor_03\03_02_01_01_kids-talking_angry.wav,NEGATIVE
3124,data/training\Actor_03\03_02_01_02_dogs-sitting_angry.wav,NEGATIVE
3125,data/training\Actor_03\03_02_01_02_kids-talking_angry.wav,NEGATIVE
3126,data/training\Actor_03\03_02_02_01_dogs-sitting_angry.wav,NEGATIVE
3127,data/training\Actor_03\03_02_02_01_kids-talking_angry.wav,NEGATIVE
3128,data/training\Actor_03\03_02_02_02_dogs-sitting_angry.wav,NEGATIVE
3129,data/training\Actor_03\03_02_02_02_dogs-sitting_noise_angry.wav,NEGATIVE
3130,data/training\Actor_03\03_02_02_02_kids-talking_angry.wav,NEGATIVE
3131,data/training\Actor_04\03-02-05-01-01-01-04_angry.wav,NEGATIVE
3132,data/training\Actor_04\03-02-05-01-01-02-04_angry.wav,NEGATIVE
3133,data/training\Actor_04\03-02-05-01-02-01-04_angry.wav,NEGATIVE
3134,data/training\Actor_04\03-02-05-01-02-02-04_angry.wav,NEGATIVE
3135,data/training\Actor_04\03-02-05-02-01-01-04_angry.wav,NEGATIVE
3136,data/training\Actor_04\03-02-05-02-01-02-04_angry.wav,NEGATIVE
3137,data/training\Actor_04\03-02-05-02-02-01-04_angry.wav,NEGATIVE
